Localidad,Provincia,CCAA,Clave ACT,Clave GRU,NIF,Entidad financiada 
Valencia,Valencia,VAL,ED,ID,R4600189G,Parroquia Santiago Apóstol
Valencia,Valencia,VAL,FUN,ID,R4600198H,Parroquia del Buen Pastor
Burjassot,Valencia,VAL,ED,ID,R4600209C,Parroquia San Miguel
Valencia,Valencia,VAL,ED,OR,R4600237D,Hijas de la Caridad - Colegio Virgen del Carmen
Cullera,Valencia,VAL,ED,OR,R4600238B,Hijas de la Caridad - Colegio La Milagrosa
Paterna,Valencia,VAL,ED,OR,R4600242D,La Salle - Escuela Profesional
Valencia,Valencia,VAL,ED,OR,R4600243B,Claretianos - Colegio Benimaclet
Paterna,Valencia,VAL,DEP,OR,R4600244J,La Salle - Colegio
Valencia,Valencia,VAL,FUN,OR,R4600246E,Claretianos - Colegio Fuensanta
Villar del Arzobispo,Valencia,VAL,Z,OR,R4600253A,Carmelitas - Monasterio San Juan de la Cruz
Valencia,Valencia,VAL,IC,ID,R4600258J,Basilica N. Sra. Desamparados
Valencia,Valencia,VAL,AS,OR,R4600273I,Auxiliares del Buen Pastor
Gandía,Valencia,VAL,CUL,ID,R4600274G,Colegiata
Denia,Alicante,VAL,ED,OR,R4600275D,Hermanitas de San José de Montgay
Benaguacil,Valencia,VAL,ED,ID,R4600282J,Parroquia de la Asunción
Silla,Valencia,VAL,ED,ID,R4600287I,Cáritas Parroquia de San Roque
Guadasuar,Valencia,VAL,ED,ID,R4600288G,Parroquia San Vicente Mártir
Valencia,Valencia,VAL,ED,ID,R4600291A,Parroquia San Pascual Bailón
Pobla de V.,Valencia,VAL,ED,ID,R4600311G,Colegio Parroquial San Rafael
Pobla de V.,Valencia,VAL,ED,ID,R4600311G,Parroquia Santísima Trinidad
Chelva,Valencia,VAL,CUL,ID,R4600313C,Parroquia N. Sra. de los Ángeles
Tabernes,Valencia,VAL,ED,ID,R4600319J,Parroquia San José
Enguera,Valencia,VAL,AS,ID,R4600320H,Cáritas
Enguera,Valencia,VAL,IC,ID,R4600320H,Parroquia San Miguel Arcángel
Valencia,Valencia,VAL,FUN,OR,R4600321F,Carmelitas Descalzas - Convento Sagrada Familia
Valencia,Valencia,VAL,ED,ID,R4600323B,Parroquia San Marcelino
Paterna,Valencia,VAL,AS,ID,R4600339H,Cáritas
Valencia,Valencia,VAL,ED,ID,R4600346C,Parroquia de la Asunción
Valencia,Valencia,VAL,ED,ID,R4600353I,Parroquia San Antonio Abad
Picassent,Valencia,VAL,ED,ID,R4600356B,Parroquia San Cristóbal
Valencia,Valencia,VAL,ED,ID,R4600357J,Parroquia N. Sra. del Socorro
Sagunto,Valencia,VAL,ED,ID,R4600368G,Parroquia San Pedro Apóstol
Valencia,Valencia,VAL,ED,OR,R4600371A,Carmelitas Misioneras - Colegio Regina Carmeli
Buñol,Valencia,VAL,ED,ID,R4600381J,Parroquia N. Sra. de los Dolores
Burjasot,Valencia,VAL,ED,ID,R4600382H,Parroquia de la Natividad
Burjassot,Valencia,VAL,ED,ID,R4600382H,Colegio Parroquial La Natividad
Godella,Valencia,VAL,ED,ID,R4600385A,Parroquia San Bartolomé
Alcudia,Valencia,VAL,ED,ID,R4600386I,Parroquia San Andrés
Moncada,Valencia,VAL,ED,ID,R4600387G,Parroquia San José
Ontinyent,Valencia,VAL,ED,ID,R4600388E,Parroquia San José
Ontinyent,Valencia,VAL,AS,ID,R4600388E,Juniors Movimiento Diocesano
Valencia,Valencia,VAL,ED,ID,R4600389C,Parroquia N. Sra. de los Desamparados de Nazaret
Valencia,Valencia,VAL,ED,ID,R4600390A,Parroquia N. Sra. del Rosario
Valencia,Valencia,VAL,CUL,ID,R4600391I,Parroquia San Pedro Mártir
Valencia,Valencia,VAL,ED,OR,R4600398D,Sagrada Familia - Colegio N. Sra. de Loreto
Valencia,Valencia,VAL,FUN,OR,R4600400H,Hermanas Hospitalarias SCJ
Valencia,Valencia,VAL,ED,OR,R4600401F,Capuchinos - Colegio N. Sra. de Monte Sión
Valencia,Valencia,VAL,ED,OR,R4600403B,Capuchinos - Escuelas Profesionales Luis Amigó
Carcagente,Valencia,VAL,ED,OR,R4600404J,Franciscanos - Colegio San Antonio de Padua
Ontinyent,Valencia,VAL,ED,OR,R4600405G,Franciscanos - Colegio La Concepción
Algemesí,Valencia,VAL,ED,OR,R4600412C,Escolapios - Colegio San José de Calasanz
Valencia,Valencia,VAL,ED,OR,R4600412C,Escolapios - Colegio San José de Calasanz
Gandía,Valencia,VAL,ED,OR,R4600413A,Escolapios - Colegio San Francisco de Borja
Valencia,Valencia,VAL,ED,OR,R4600414I,Escolapios - Colegio San Joaquín
Valencia,Valencia,VAL,ED,OR,R4600415F,Escolapios - Colegio Calasanz
Valencia,Valencia,VAL,ED,OR,R4600416D,Escolapios - Colegio Malvarrosa
Valencia,Valencia,VAL,ED,OR,R4600418J,Escolapios - Casa Comunidad Landriani
Cheste,Valencia,VAL,ED,OR,R4600421D,Madres Desamparados - Colegio San José de la Montaña
Lliria,Valencia,VAL,ED,OR,R4600424H,Caridad de Santa Ana - Colegio Santa Ana
Paiporta,Valencia,VAL,ED,OR,R4600426C,Hijas de la Caridad - Colegio La Inmaculada
Utiel,Valencia,VAL,ED,OR,R4600428I,Hermanas de la Caridad - Colegio Santa Ana
Valencia,Valencia,VAL,ED,OR,R4600429G,Caridad de Santa Ana - Colegio
Algemesí,Valencia,VAL,ED,OR,R4600430E,Caridad de Santa Ana - Colegio
Valencia,Valencia,VAL,ED,OR,R4600436B,Hijas del Corazón de María - Colegio Tres Cruces
Valencia,Valencia,VAL,ED,OR,R4600436B,Hijas del Corazón de María - Comunidad Tres Cruces
Albal,Valencia,VAL,ED,OR,R4600437J,Madres de Desamparados - Colegio Santa Ana
Valencia,Valencia,VAL,ED,OR,R4600438H,Carmelitas - Casa Santa Ana
Valencia,Valencia,VAL,ED,OR,R4600439F,Agustinos - Colegio Santo Tomás de Villanueva
Alfafar,Valencia,VAL,AS,ID,R4600441B,Juniors Movimiento Diocesano
Almussafes,Valencia,VAL,AS,EC,R4600441B,Juniors Movimiento Diocesano
Alzira,Valencia,VAL,AS,EC,R4600441B,Juniors Movimiento Diocesano
Godella,Valencia,VAL,AS,ID,R4600441B,Juniors Movimiento Diocesano
La Pobla de V.,Barcelona,CAT,AS,ID,R4600441B,Juniors Movimiento Diocesano
Manises,Valencia,VAL,AS,ID,R4600441B,Juniors Movimiento Diocesano
Ondara,Valencia,VAL,AS,ID,R4600441B,Juniors Movimiento Diocesano
Puçol,Valencia,VAL,AS,ID,R4600441B,Juniors Movimiento Diocesano
Quart de Poblet,Valencia,VAL,AS,EC,R4600441B,Juniors Movimiento Diocesano
Sueca,Valencia,VAL,AS,ID,R4600441B,Juniors Movimiento Diocesano
Valencia,Valencia,VAL,AS,ID,R4600441B,Juniors Movimiento Diocesano
Valencia,Valencia,VAL,ED,OR,R4600442J,Pureza de María - Colegio
Valencia,Valencia,VAL,ED,OR,R4600443H,Salesianas - Colegio María Auxiliadora
Valencia,Valencia,VAL,FUN,OR,R4600446A,Religiosas de María Inmaculada. Servicio Doméstico
Gandía,Valencia,VAL,AS,ID,R4600449E,Cáritas
Valencia,Valencia,VAL,AS,ID,R4600449E,Cáritas
Valencia,Valencia,VAL,ED,OR,R4600469C,Pureza de María - Colegio
Ontinyent,Valencia,VAL,ED,OR,R4600470A,Pureza de María - Colegio
Valencia,Valencia,VAL,ED,OR,R4600478D,Madres de Desamparados - Colegio Corazón de María
Sueca,Valencia,VAL,ED,OR,R4600479B,Salesianas - Colegio María Auxiliadora
Torrent,Valencia,VAL,ED,OR,R4600480J,Salesianas - Colegio María Auxiliadora
Carcagente,Valencia,VAL,ED,OR,R4600482F,Claretianos - Colegio
Valencia,Valencia,VAL,ED,OR,R4600483D,Teatinas - Colegio La inmaculada
Valencia,Valencia,VAL,ED,OR,R4600484B,Esclavas de María - Colegio
Valencia,Valencia,VAL,Z,OR,R4600485I,Obreras de la Cruz - Tierras
Valencia,Valencia,VAL,ED,OR,R4600489A,Jesuitas - Colegio San José
Valencia,Valencia,VAL,ED,OR,R4600497D ,Salesianos - Colegio San Antonio Abad
Valencia,Valencia,VAL,ED,OR,R4600498B,Salesianos - Colegio San Juan Bosco
Gandía,Valencia,VAL,ED,OR,R4600502A,Jesuitas - Palacio Residencia del Santo Duque
Valencia,Valencia,VAL,ED,OR,R4600505D,Religiosas Jesús María - Casa
Valencia,Valencia,VAL,ED,OR,R4600506B,Religiosas Jesús María - Colegio
Valencia,Valencia,VAL,ED,OR,R4600517I,Sagrados Corazones - Colegio San Pedro Pascual
Valencia,Valencia,VAL,ED,ID,R4600529D,Parroquia Patriarca San José
Alcacer,Valencia,VAL,ED,ID,R4600530B,Parroquia San Martín 
San Antonio de Benágeber,Valencia,VAL,AS,ID,R4600534D,Residencia Diocesana
Valencia,Valencia,VAL,ED,OR,R4600538E,Operarias del Divino Maestro - Colegio del Ave María
Valencia,Valencia,VAL,Z,EC,R4600541I,Fundación Pía Vicente Terol
Vinalesa,Valencia,VAL,ED,OR,R4600548D,Carmelitas de la Caridad - Colegio Vedruna Santa Joaquina
Ontinyent,Valencia,VAL,ED,OR,R4600558C,Parroquia de la Asunción
Alzira,Valencia,VAL,ED,OR,R4600573B,Obreras de la Cruz - Colegio Sagrada Familia
Sagunto,Valencia,VAL,ED,OR,R4600582C,Obreras de la Cruz - Colegio FP Cenáculo
Valencia,Valencia,VAL,AS,OR,R4600584I,San Juan de Dios - Serveis Socials
Paterna,Valencia,VAL,AS,ID,R4600595E,Cáritas
Torrent,Valencia,VAL,AS,ID,R4600601A,Cáritas
Aldaia,Valencia,VAL,AS,ID,R4600608F,Cáritas
Xirivella,Valencia,VAL,ED,ID,R4600610B,Parroquia N. Sra. de la Salud
Sueca,Valencia,VAL,ED,ID,R4600617G,Parroquia N. Sra. de Fátima
L'Ollería,Valencia,VAL,CH,ID,R4600619C,Parroquia Santa María Magdalena - Cofradías
Alzira,Valencia,VAL,AS,ID,R4600629B,Cáritas
Ontiyent,Valencia,VAL,CUL,ID,R4600630J,Parroquia San Carlos Borromeo
Polinyà,Valencia,VAL,CUL,ID,R4600644A,Parroquia Sagrada Cena
Alfafar,Valencia,VAL,ED,ID,R4600645H,Parroquia N. Sra. del Don
Paiporta,Valencia,VAL,AS,ID,R4600647D,Cáritas
Xátiva,Valencia,VAL,ED,ID,R4600648B,Parroquia San Pedro Apóstol
Valencia,Valencia,VAL,CUL,ID,R4600662C,Parroquia de la Natividad 
Valencia,Valencia,VAL,AS,ID,R4600671D,Cáritas
Benirredrá,Valencia,VAL,IC,ID,R4600674H,Parroquia de San Lorenzo
Valencia,Valencia,VAL,RES,ID,R4600678I,Parroquia de los Santos Juanes
Oliva,Tarragona,CAT,IC,ID,R4600684G,Parroquia San Roque
Silla,Valencia,VAL,AS,ID,R4600685D,Cáritas Parroquia San José Obrero
Benetuser,Valencia,VAL,ED,ID,R4600686B,Parroquia N. Sra. del Socorro
Gilet,Valencia,VAL,ED,ID,R4600691B,Parroquia San Antonio Abad
Silla,Valencia,VAL,AS,ID,R4600696A,Cáritas Parroquia N. Sra. de los Ángeles
Beniparrell,Valencia,VAL,IC,ID,R4600701I,Parroquia Santa Bárbara
Albalat,Valencia,VAL,IC,ID,R4600702G,Parroquia San Pedro Apóstol
Manises,Valencia,VAL,IC,ID,R4600705J,Parroquia Corazón de María
Valencia,Valencia,VAL,Z,ID,R4600707F,Parroquia Santa Catalina
Manises,Valencia,VAL,IC,ID,R4600708D,Parroquia N. Sra. del Carmen
Sueca,Valencia,VAL,AS,ID,R4600718C,Parroquia San Pedro Apóstol
Moncada,Valencia,VAL,ED,ID,R4600721G,Parroquia San Jaime
La Pobla de V.,Valencia,VAL,IC,ID,R4600724A,Parroquia Santiago Apóstol
Oliva,Valencia,VAL,IC,ID,R4600736E,Parroquia Santa María
Torrent,Valencia,VAL,IC,ID,R4600749H,Parroquia San Juan Bosco
Náquera,Valencia,VAL,AS,ID,R4600755E,Cáritas
Puçol,Valencia,VAL,IC,ID,R4600771B,Parroquia Santos Juanes
Jalance,Valencia,VAL,IC,ID,R4600780C,Parroquia San Miguel
Valencia,Valencia,VAL,CUL,ID,R4600787H,Parroquia de la Encarnación
Montesa,Valencia,VAL,CUL,ID,R4600795A,Parroquia de la Asunción
Valencia,Valencia,VAL,CJ,CJ,R4600801G,Comunidad Judía
Alacuas,Valencia,VAL,ED,ID,R4600802E,Parroquia N. Sra. del Olivar
Villalonga,Valencia,VAL,ED,ID,R4600814J,Parroquia de los Santos Reyes
Meliana,Valencia,VAL,ED,OR,R4600827B,Capuchinas - Colegio Sagrado Corazón
Almussafes,Valencia,VAL,RES,ID,R4600828J,Parroquia San Bartolomé
Massamagrell,Valencia,VAL,ED,OR,R4600835E,Capuchinas - Colegio Sagrada Familia
Catarroja,Valencia,VAL,AS,ID,R4600838I,Cáritas
Catarroja,Valencia,VAL,AS,ID,R4600838I,Parroquia de San Miguel
Madrid,Madrid,MAD,FUN,OR,R4600839G,Fraternidad Misionera Verbum Die
Valencia,Valencia,VAL,AS,OR,R4600840E,Instituto Secular Lumen Christi
Valencia,Valencia,VAL,FUN,ID,R4600844G,Parroquia San Antonio Abad
Gestalgar,Valencia,VAL,IC,ID,R4600846B,Parroquia de la Purísima
Valencia,Valencia,VAL,ED,ID,R4600897E,Parroquia San Roque
Gandía,Valencia,VAL,CH,EC,R4600902C,Hermandad N. Sra. de los Dolores
Benifayó,Valencia,VAL,IC,ID,R4600908J,Parroquia San Pedro Apóstol
Manises,Valencia,VAL,IC,ID,R4600911D,Parroquia Sagrado Corazón
Quart de Poblet,Valencia,VAL,ED,ID,R4600915E,Parroquia Santa Cecilia
Gandía,Valencia,VAL,CH,EC,R4600930D,Hermandad del Descendimiento
Valencia,Valencia,VAL,ED,OR,R4600940C,Capuchinos Terciarios - Fundación Amigó
Valencia,Valencia,VAL,AS,OR,R4600942I,Esclavas de María Inmaculada
Valencia,Valencia,VAL,AS,OR,R4600942I,Esclavas de María Inmaculada - Residencia
Gandía,Valencia,VAL,CH,EC,R4600943G,Hermandad Jesús Nazareno
Gandía,Valencia,VAL,IC,ID,R4600945B,Parroquia Sagrada Familia
Burjassot,Valencia,VAL,IC,ID,R4600951J,Parroquia Santísima Trinidad
Puebla de San Miguel,Valencia,VAL,IC,ID,R4600960A,Parroquia de San Miguel
Manises,Valencia,VAL,IC,ID,R4600977E,Parroquia La Purísima
Gandía,Valencia,VAL,CH,EC,R4600986F,Hermandad Cristo de la Buena Muerte
Gandía,Valencia,VAL,CH,EC,R4600989J,Hermandad del Ecce Homo
Alzira,Valencia,VAL,CH,EC,R4600997C,Cofradía de los Santos Patronos
Valencia,Valencia,VAL,Z,ID,R4601045J,Seminario Diocesano
Valencia,Valencia,VAL,Z,ID,R4601045J,Seminario Diocesano - Tierras
Valencia,Valencia,VAL,ED,OR,R4601052F,Misioneros Sagrados Corazones - Colegio
Valencia,Valencia,VAL,ED,OR,R4601190D,Auxiliares de Jesús Maestro Divino
Meliana,Valencia,VAL,Z,Z,R4601230H,Cienciología - Dienética
Valencia,Valencia,VAL,AS,ID,R4601233B,Instituto Social del Trabajo - Arzobispado
Valencia,Valencia,VAL,FUN,CJ,R4601245F,Comunidad Judía Aviv
Puçol,Valencia,VAL,CI,CI,R4601262A,Comunidad Islámica
Valencia,Valencia,VAL,FUN,OR,R4601272J,Comunidad del Cordero
Paterna,Valencia,VAL,CH,EC,R4601307D,Cofradía San Vicente Ferrer
Alzira,Valencia,VAL,ED,OR,R4601315G,FERE - Fundación Escuela Viva
Valencia,Valencia,VAL,ED,OR,R4601351B,Dominicos - Colegio Convento San Vicente Ferrer
Valencia,Valencia,VAL,IC,OR,R4601361A,Jesuitas - Residencia San Ignacio
Torrent,Valencia,VAL,IC,OR,R4601365B,Franciscanas de la Inmaculada
Alboraya,Valencia,VAL,EV,EV,R4601397E,Diaconía
Montserrat,Valencia,VAL,CH,EC,R4601423I,Cofradía Mare de Deu
Tous,Valencia,VAL,CH,EC,R4601438G,Cofradía del Sagrado Corazón
Tous,Valencia,VAL,CH,EC,R4601439E,Cofradía Cristo de la Buena Muerte
Tous,Valencia,VAL,CH,EC,R4601444E,Cofradía del Santo Sepulcro
Tous,Valencia,VAL,CH,EC,R4601445B,Cofradía de la Dolorosa
Tous,Valencia,VAL,CH,EC,R4601446J,Cofradía Jesús en la Columna
Sagunto,Valencia,VAL,CH,EC,R4601468D,Cofradía N. Sra. de Begoña
Mislata,Valencia,VAL,ED,OR,R4601471H,Hermanas de la Doctrina Cristiana - Fundación Madre Micaela
Carcaixent,Valencia,VAL,CH,EC,R4601513G,Cofradía del Santo Sepulcro
Algemesí,Valencia,VAL,CH,EC,R4601551G,Mare de Deu de la Salut
Valencia,Valencia,VAL,ED,OR,R4601585E,Siervas de la Pasión - Casa Cuna Santa Isabel
Alzira,Valencia,VAL,CH,EC,R4601625I,Cofradía N. Sra. de la Murta
Valladolid,Valladolid,CYL,IC,ID,R4700004G,Seminario Diocesano
Valladolid,Valladolid,CYL,ED,OR,R4700010D,Cistercienses - Colegio Santa María
Valladolid,Valladolid,CYL,IC,ID,R4700022I,Diócesis
Valladolid,Valladolid,CYL,FUN,OR,R4700023G,Cistercienses - Monasterio San Joaquín y Santa Ana
Bujedo,Valladolid,CYL,Z,OR,R4700061G,La Salle
Bujedo,Valladolid,CYL,Z,OR,R4700061G,La Salle - Tierras
Valladolid,Valladolid,CYL,Z,OR,R4700061G,La Salle - Tierras
Tudela de Duero,Valladolid,CYL,ED,OR,R4700065H,Hijas de la Caridad - Colegio La Milagrosa
Valladolid,Valladolid,CYL,ED,OR,R4700066F,Jesuitas - Colegio San José
Valladolid,Valladolid,CYL,AS,OR,R4700067D,Jesuitas - Instituto Politécnico Cristo Rey
Valladolid,Valladolid,CYL,RES,ID,R4700079I,Parroquia Santiago Apóstol
Olmedo,Valladolid,CYL,FUN,OR,R4700105B,Dominicas - Monasterio Madre de Dios
Arroyo de la E.,Valladolid,CYL,AS,ID,R4700126H,Cáritas
Mayorga,Valladolid,CYL,AS,ID,R4700126H,Cáritas
Valladolid,Valladolid,CYL,AS,ID,R4700126H,Cáritas
Valladolid,Valladolid,CYL,CH,EC,R4700166D,Cofradía de la Santa Vera Cruz
Valladolid,Valladolid,CYL,ED,OR,R4700171D,Hijas de la Caridad - Colegio San Vicente de Paul
Valladolid,Valladolid,CYL,Z,OR,R4700178I,Jesuitas - INEA Colegio Mayor Menéndez Pelayo
Valladolid,Valladolid,CYL,ED,OR,R4700179G,Franciscanas - Colegio Virgen Niña
Valladolid,Valladolid,CYL,Z,OR,R4700182A,Compañía de El Salvador - Tierras
Valladolid,Valladolid,CYL,ED,OR,R4700200A,Agustinas - Colegio N. Sra. de la Consolación
Valladolid,Valladolid,CYL,ED,OR,R4700202G,Apostolado Sagrado Corazón - Colegio
Valladolid,Valladolid,CYL,ED,OR,R4700204C,Hermanas del Amor de Dios - Colegio
Valladolid,Valladolid,CYL,AS,OR,R4700209B,Mercedarias - Centro Padre Zegri
Peñafiel,Valladolid,CYL,ED,OR,R4700210J,Hermanas de la Caridad - Colegio
Valladolid,Valladolid,CYL,ED,OR,R4700211H,Carmelitas de la Caridad - Colegio Vedruna Ave María
Valladolid,Valladolid,CYL,ED,OR,R4700213D,Compañía de María - Colegio Lestonnac
Valladolid,Valladolid,CYL,ED,OR,R4700214B,Compañía de María - Colegio
Valladolid,Valladolid,CYL,ED,OR,R4700215I,Celadoras de Reinado del Corazón de Jesús - Colegio
Valladolid,Valladolid,CYL,FUN,OR,R4700219A,Misioneros del Sagrado Corazón de Jesús
Valladolid,Valladolid,CYL,RES,OR,R4700220I,Religiosas de María Inmaculada
Valladolid,Valladolid,CYL,ED,OR,R4700222E,Maristas - Colegio La Inmaculada
Valladolid,Valladolid,CYL,ED,OR,R4700223C,Maristas - Colegio Centro Cultural
Valladolid,Valladolid,CYL,IC,OR,R4700225H,Hermanos de la Sagrada Familia - Seminario Sagrada Familia
Valladolid,Valladolid,CYL,ED,ID,R4700225H,Seminario Diocesano Sagrada Familia
Valladolid,Valladolid,CYL,ED,OR,R4700226F,Franciscanos - Colegio San Francisco
Valladolid,Valladolid,CYL,ED,OR,R4700227D,San Juan de Dios - Centro Infantil Hospital Niño Jesús
Valladolid,Valladolid,CYL,AS,OR,R4700227D,San Juan de Dios - Centro Social
Valladolid,Valladolid,CYL,AS,OR,R4700228B,Religiosas Angelicas - Residencia
Valladolid,Valladolid,CYL,AS,OR,R4700229J,Hermanas Hospitalarias - Centro Benito Menni
Valladolid,Valladolid,CYL,ED,OR,R4700235G,Agustinos - Colegio San Agustín
Valladolid,Valladolid,CYL,ED,OR,R4700237C,Carmelitas Descalzos - Colegio San Juan de la Cruz
Valladolid,Valladolid,CYL,ED,OR,R4700240G,Dominicos - Colegio
Valladolid,Valladolid,CYL,IC,ID,R4700251D,Colegio Siminario Menor Diocesano
Valladolid,Valladolid,CYL,ED,OR,R4700255E,Misioneras Jesús Obrero - Colegio
Valladolid,Valladolid,CYL,ED,OR,R4700274F,Religiosas de Jesús Redentor - Colegio Patrocinio San José
Valladolid,Valladolid,CYL,ED,OR,R4700292H,La Salle - Colegio
Valladolid,Valladolid,CYL,ED,OR,R4700294D,La Salle - Colegio N. Sra. de Lourdes
Valladolid,Valladolid,CYL,RES,ID,R4700386H,Parroquia San Pelayo Mártir
Valladolid,Valladolid,CYL,RES,ID,R4700393D,Parroquia San Juan Evangelista
Peñafiel,Valladolid,CYL,RES,ID,R4700400G,Parroquia San Miguel Arcángel
Valladolid,Valladolid,CYL,RES,ID,R4700461I,Parroquia San Miguel Arcángel
Valladolid,Valladolid,CYL,RES,ID,R4700467F,Parroquia Santa María del Castillo
Valladolid,Valladolid,CYL,RES,ID,R4700472F,Parroquia San Pedro Apóstol
Valladolid,Valladolid,CYL,ED,OR,R4700523F,Menesianos - Colegio
Valladolid,Valladolid,CYL,FUN,OR,R4700523F,Menesianos - Hermanos de la Instrucción Cristiana
Valladolid,Valladolid,CYL,FUN,ID,R4700528E,Parroquia Santísimo Salvador
Valladolid,Valladolid,CYL,ED,OR,R4700535J,Adoratrices - Colegio Santa María Micaela
Valladolid,Valladolid,CYL,ED,OR,R4700552E,Discípulas de Jesús - Colegio Juan XXIII
Valladolid,Valladolid,CYL,ED,OR,R4700561F,Corazonistas - Colegio Sagrado Corazón
Valladolid,Valladolid,CYL,FUN,EC,R4700575F,Asociación Ekumene
Santivenia,Valladolid,CYL,EV,EV,R4700632E,Iglesia Evangélica La Roca
Valladolid,Valladolid,CYL,AS,OR,R4700644J,Oblatas del Santísimo Redentor
Valladolid,Valladolid,CYL,AS,OR,R4700653A,Adoratrices Esclavas del Santísimo Sacramento
Valladolid,Valladolid,CYL,CH,EC,R4700654I,Cofradía San Pedro Regalado
Valladolid,Valladolid,CYL,AS,ID,R4700684F,Cáritas
Valladolid,Valladolid,CYL,CH,EC,R4700692I,Cofradía N. Sra. de las Angustias
Valladolid,Valladolid,CYL,CH,EC,R4700732C,Junta de Cofradías
Medina de R.,Valladolid,CYL,CH,EC,R4700738J,Junta de Semana Santa
Peñafiel,Valladolid,CYL,CH,EC,R4700745E,Junta de Cofradías
Valladolid,Valladolid,CYL,ED,ID,R4768030A,Colegio Diocesano N. Sra. del Carmen
Durango,Bizkaia,EUS,DEP,OR,R4800007I,Jesuitas - Colegio
Bilbao,Bizkaia,EUS,CUL,ID,R4800011A,Diócesis
Bilbao,Bizkaia,EUS,ED,OR,R4800030A,Jesuitas - Colegio N. Sra. de Begoña
Bilbao,Bizkaia,EUS,CUL,OR,R4800063B,Dominicas - Convento Santa Ana
Getxo,Bizkaia,EUS,AS,ID,R4800195B,Parroquia San Nicolás de Bari
Zaldivar,Bizkaia,EUS,IC,ID,R4800250E,Parroquia
Bilbao,Bizkaia,EUS,AS,ID,R4800309I,Cáritas
Getxo,Bizkaia,EUS,AS,ID,R4800309I,Cáritas
Leiola,Bizkaia,EUS,AS,ID,R4800309I,Cáritas
Sopela,Bizkaia,EUS,AS,ID,R4800309I,Cáritas
Vitoria,Álava,EUS,AS,ID,R4800309I,Cáritas
Bilbao,Bizkaia,EUS,AS,ID,R4800309I ,Cáritas
Getxo,Bizkaia,EUS,ED,OR,R4800322B,Hijas de la Caridad - Colegio La Purísima
Leioa,Bizkaia,EUS,ED,OR,R4800330E,Mercedarias - Colegio
Bilbao,Bizkaia,EUS,ED,OR,R4800333I,La Salle - Colegio Berrio
Carranza,Bizkaia,EUS,AS,OR,R4800335D,Pallottines - Casa de Espiritualidad
Bilbao,Bizkaia,EUS,ED,OR,R4800338H,Misioneras de María Iuana Coeli - Colegio Artagan
Bilbao,Bizkaia,EUS,ED,OR,R4800339F,Maristas - Colegio El Salvador
Barakaldo,Bizkaia,EUS,ED,OR,R4800340D,Paúles - Colegio San Vicente Paul
Portugalete,Bizkaia,EUS,DEP,OR,R4800341B,Menesianos - Colegio
Basauri,Bizkaia,EUS,ED,OR,R4800344F,Clérigos San Viator - Colegio San José
Getxo,Bizkaia,EUS,ED,OR,R4800348G,Trinitarias - Colegio Santísima Trinidad
Santurce,Bizkaia,EUS,ED,OR,R4800349E,Carmelitas - Colegio San José
Amorebieta,Bizkaia,EUS,ED,OR,R4800353G,Carmelitas Misioneras - Colegio
Bilbao,Bizkaia,EUS,DEP,OR,R4800356J,La Salle - Colegio Madariaga
Orduña,Bizkaia,EUS,CUL,OR,R4800368E,Oratorio San Felipe de Neri - Santa Escuela de Cristo
Gernika,Bizkaia,EUS,FUN,ID,R4800394A,Ikastola Diocesana San Fidel
Bilbao,Bizkaia,EUS,FUN,OR,R4800395H,Carmelitas - Colegio N. Sra. del Carmen
Amorebieta,Bizkaia,EUS,ED,OR,R4800397D,Carmelitas Misioneras - El Carmelo
Bilbao,Bizkaia,EUS,ED,OR,R4800405E,Religiosas de los Ángeles Custodios - Colegio
Barakaldo,Bizkaia,EUS,ED,OR,R4800406C,Salesianos - Colegio San Juan Bosco
Bilbao,Bizkaia,EUS,ED,OR,R4800407A,Salesianos - Colegio San Paulino
Bilbao,Bizkaia,EUS,ED,OR,R4800408I,Escolapios - Colegio Calasancio
Bilbao,Bizkaia,EUS,DEP,OR,R4800409G,Salesianos - Colegio Deusto
Deusto,Bizkaia,EUS,ED,OR,R4800409G,Salesianos - Centro de FP.
Loiu,Bizkaia,EUS,DEP,OR,R4800418H,Mercedarias - Colegio N.S. Carmen
Gernika,Bizkaia,EUS,ED,OR,R4800419F,Mercedarias - Convento Santa María del Socorro
Bilbao,Bizkaia,EUS,AS,OR,R4800466G,Claretianos - Centro
Leiola,Bizkaia,EUS,ED,OR,R4800466G,La Salle - Colegio Santus Paulus
Bilbao,Bizkaia,EUS,ED,OR,R4800473C,Esclavas del Amor Misericordioso - Colegio
Berriz,Bizkaia,EUS,Z,OR,R4800480H,Mercedarias - Convento Vera Cruz
Bilbao,Bizkaia,EUS,CUL,ID,R4800490G,Instituto Diocesano de Teología
Bilbao,Bizkaia,EUS,CH,EC,R4800499H,Junta de Cofradías
Bilbao,Bizkaia,EUS,Z,OR,R4800504E,Maristas - Casa San Miguel
Zalla,Bizkaia,EUS,ED,OR,R4800504E,Maristas - Centro de FP.
Bilbao,Bizkaia,EUS,Z,OR,R4800505B,Maristas - Casa San José
Durango,Bizkaia,EUS,AS,OR,R4800505B,Maristas - Centro de Formación
Durango,Bizkaia,EUS,ED,OR,R4800505B,Maristas - Centro de FP.
Bilbao,Bizkaia,EUS,AS,OR,R4800507H,Oblatas del Santísimo Redentor
Bilbao,Bizkaia,EUS,CUL,OR,R4800515A,San Juan de Dios - Hospital
